text,stock_change,compound,neg,neu,pos
|Arise AB: Delårsrapport 1 januari-30 september 2021|,8.49,0.0,0.0,1.0,0.0
|Arise AB: September månads produktion 27,3 GWh|,-6.1,0.0,0.0,1.0,0.0
|Arise AB påkallar förtida inlösen av säkerställda obligationer som förfaller 2021|,7.25,0.0,0.0,1.0,0.0
|Arise AB: Arise refinansierar utestående säkerställda obligationer|,7.25,0.6124,0.0,0.6,0.4
|Arise AB: Augusti månads produktion 12,2 GWh|,5.42,0.0,0.0,1.0,0.0
|Årsstämma i ASSA ABLOY AB|,5.0,0.0,0.0,1.0,0.0
|ASSA ABLOY: Styrelsen beslutar om reviderat utdelningsförslag|,5.0,0.0,0.0,1.0,0.0
|Styrelsen i Atrium Ljungberg AB har beslutat om förvärv av egna aktier|,8.43,0.296,0.0,0.833,0.167
|Atrium Ljungberg AB: Delårsrapport januari - september 2020|,8.43,0.0,0.0,1.0,0.0
|Atrium Ljungberg AB: Delårsrapport januari - mars 2020|,-8.65,0.0,0.0,1.0,0.0
|Atrium Ljungberg AB: Åtgärder för att minska risk för smittspridning i samband med Atrium Ljungbergs årsstämma|,-5.22,-0.4588,0.167,0.833,0.0
|Atrium Ljungberg AB: Atrium Ljungberg sells Farsta Centrum for SEK 4 billion|,-6.5,0.0,0.0,1.0,0.0
|Atrium Ljungberg AB: Atrium Ljungberg säljer Farsta centrum för fyra miljarder kronor|,-6.5,0.0,0.0,1.0,0.0
|Atrium Ljungberg AB: Atrium Ljungberg i avtal med Stockholms stad - möjliggör Nobel Center vid Slussen|,-7.48,0.4939,0.0,0.824,0.176
|Atrium Ljungberg AB: Bokslutskommuniké 2019|,-7.48,0.0,0.0,1.0,0.0
|Atrium Ljungberg AB: Bokslutskommuniké 2018|,-5.61,0.0,0.0,1.0,0.0
|Autoliv: Kvartalsrapport januari - mars 2021|,6.05,0.0,0.0,1.0,0.0
|Autoliv nominerar styrelseledamöter inför årsstämman 2021|,-5.79,0.0,0.0,1.0,0.0
|Autoliv: Kvartalsrapport oktober - december 2020|,5.3,0.0,0.0,1.0,0.0
|Autoliv ger uppdatering av marknads- och affärsläget, accelererar åtgärder och tecknar lån med Svensk Exportkredit|,-5.36,0.0,0.0,1.0,0.0
|Autoliv: Kvartalsrapport januari - mars 2020|,5.43,0.0,0.0,1.0,0.0
|Autoliv publicerar sin Årsredovisning med 10-K för 2019 och Hållbarhetsredovisning|,-5.44,0.0,0.0,1.0,0.0
|Avanza Bank Holding AB (publ): Delårsrapport januari—juni 2021|,-9.12,0.0,0.0,1.0,0.0
|Mars: Månadsstatistik|,7.18,0.0,0.0,1.0,0.0
|Avanza Bank Holding AB (publ): Bokslutskommuniké 2020|,-7.27,0.0,0.0,1.0,0.0
|Axfood: Tillväxt och ökad lönsamhet|,5.13,0.5719,0.0,0.39,0.61
|Axfoods styrelse har beslutat om förvärv av egna aktier|,5.13,0.296,0.0,0.784,0.216
|Beslut vid Axfoods årsstämma 2020|,-5.42,0.0,0.0,1.0,0.0
|Bergman & Bevings delårsrapport 1 april–30 september 2021|,-5.91,0.0,0.0,1.0,0.0
|Bergman & Bevings årsredovisning för 2020/2021 offentliggjord|,5.39,0.0,0.0,1.0,0.0
|Bergman & Beving AB: Bergman & Beving förvärvar Albretsen|,5.48,0.0,0.0,1.0,0.0
|Bergman & Beving AB: Kallelse till Bergman & Bevings årsstämma den 26 augusti 2020|,6.92,0.0,0.0,1.0,0.0
|Bergman & Beving AB: Delårsrapport 1 april - 31 december 2019|,-5.88,0.0,0.0,1.0,0.0
|BE Group AB: BE Groups rörelseresultat för tredje kvartalet 2021 förväntas uppgå till minst 200 MSEK|,16.28,0.7241,0.0,0.698,0.302
|BE Group AB: BE Group tidigarelägger rapporten för andra kvartalet 2021|,23.2,0.7241,0.0,0.597,0.403
|BE Group AB: BE Groups rörelseresultat för första kvartalet 2021 bedöms bli bättre än förväntat|,11.61,0.8388,0.0,0.572,0.428
|BE Group AB: BE Groups förslag om utdelning på 1,75 kr per aktie dras tillbaka|,-9.09,0.7824,0.059,0.543,0.398
|BE Group AB: BE Group inleder process för att centralisera lagerhållning och produktion till Norrköping och stänga lagret i Malmö|,-7.08,0.7241,0.0,0.748,0.252
|BE Group AB: BE Groups årsstämma 2019|,-7.17,0.7241,0.0,0.452,0.548
|BE Group AB: BE Group Q1 2019 - Starkare kassaflöde|,-7.17,0.8256,0.0,0.447,0.553
|BE Group Bokslutskommuniké 2018 - Starkare resultat och kassaflöde under fjärde kvartalet, styrelsen föreslår utdelning på 1,75 kr per aktie|,7.37,0.7672,0.0,0.69,0.31
|BE Group Q2 2018 - Förbättrat underliggande rörelseresultat och kassaflöde|,-5.58,0.4648,0.0,0.748,0.252
|BE Groups årsstämma 2018|,12.01,0.4648,0.0,0.497,0.503
|BE Group Q1 2018 - En stark inledning på det nya året|,12.01,0.7456,0.0,0.612,0.388
|BE Group Bokslutskommuniké 2017 - Fortsatt förbättrat underliggande rörelseresultat och kassaflöde|,-11.71,0.4648,0.0,0.767,0.233
|BE Group Q2 2017 - Fortsatt stabilt underliggande rörelseresultat|,-10.19,0.4648,0.0,0.725,0.275
|Beijer Ref AB: EQT - ny huvudägare i Beijer Ref|,7.33,0.3182,0.0,0.796,0.204
|Beijer Ref AB: Beijer Ref Q2 2020|,12.95,0.0,0.0,1.0,0.0
|Beijer Ref AB: Beijer Ref Q2 2020|,12.95,0.0,0.0,1.0,0.0
|Beijer Ref AB: Beijer Refs styrelse föreslår lägre utdelning|,13.73,-0.296,0.216,0.784,0.0
|Beijer Ref AB: Beijer Ref genomför stämma som planerat men minskar på arrangemanget.|,-6.2,-0.2732,0.149,0.851,0.0
|Årsstämma i Beijer Ref AB (publ)|,-6.2,0.0,0.0,1.0,0.0
|Kvartalsrapport januari - juni 2021|,5.21,0.0,0.0,1.0,0.0
|Kvartalsrapport januari - september 2020|,-6.72,0.0,0.0,1.0,0.0
|Beijer Alma anpassar sin utdelning till följd av rådande osäkra marknadsläge|,-5.32,-0.296,0.217,0.652,0.13
|Förändringar – Beijer Almas årsstämma 2020|,-5.07,0.0,0.0,1.0,0.0
|Beijer Electronics Group: Delårsrapport januari-september 2021: Väsentlig resultatförbättring driven av fortsatt god efterfrågan|,19.09,-0.2263,0.209,0.791,0.0
|Beijer Electronics Group AB emitterar C-aktier|,-6.96,0.0,0.0,1.0,0.0
|Beijer Electronics Group: Delårsrapport januari-mars 2021: God orderingång bäddar för högre försäljning och förbättrade resultat|,-6.96,0.0,0.0,1.0,0.0
|Beijer Electronics Group: Delårsrapport januari-september 2020: Fortsatt påverkan från Covid-19 men tecken på att botten är passerad|,-7.5,0.0,0.0,1.0,0.0
|Beijer Electronics Group: Delårsrapport januari-juni 2020: Covid-19 påverkar verksamheten men snabba åtgärder dämpar effekterna|,-6.14,-0.25,0.133,0.867,0.0
|Ändrat antal aktier och röster i Beijer Electronics Group|,17.97,0.296,0.0,0.784,0.216
|Beijer Electronics Group: Bokslutskommuniké 2019: Westermo driver omsättnings- och resultatutvecklingen i koncernen|,-10.61,-0.3818,0.191,0.809,0.0
|Beijer Electronics Group: Affärsenheten Beijer Electronics tecknar avtal med Otis värt över 150 mkr|,8.0,0.6808,0.0,0.682,0.318
|Beijer Electronics Group: Delårsrapport januari-september 2019: Starkt tredje kvartal med fortsatta investeringar för tillväxt|,10.49,0.5719,0.0,0.719,0.281
|Beijer Electronics Group: Delårsrapport januari - juni 2019: Fortsatt positiv utveckling och förvärv av schweiziskt teknologibolag|,-7.36,0.5574,0.0,0.806,0.194
|Kommuniké från årsstämma i Beijer Electronics Group AB (publ)|,-5.4,0.0,0.0,1.0,0.0
|Bergs Timber AB: Bergs och Wood Tube i nyskapande samarbete|,5.41,0.0,0.0,1.0,0.0
|Bergs Timber AB: Delårsrapport 1 januari - 30 juni 2021|,11.24,0.0,0.0,1.0,0.0
|Bergs Timber AB (publ) årsstämma 2021|,-6.12,0.0,0.0,1.0,0.0
|Bergs Timber AB: Bra resultat och fortsatt goda marknadsutsikter|,-6.12,0.6249,0.0,0.661,0.339
|Bergs Timber AB: Inbjudan videokonferens för presentation av delårsrapport|,-6.12,0.1531,0.0,0.833,0.167
|Bergs Timber AB: Bergs Timbers svenska dotterbolag Bitus AB investerar och bygger ut produktionskapaciteten för Linax.|,6.44,0.0,0.0,1.0,0.0
|Bergs Timber AB: Inbjudan till videokonferens|,7.9,0.1531,0.0,0.758,0.242
|Bergs Timber AB: Bokslutskommuniké 1 januari - 31 december 2020|,10.15,0.0,0.0,1.0,0.0
|Bergs Timber AB: Bergs säljer sina svenska sågverk|,8.76,0.0,0.0,1.0,0.0
|Bergs Timber AB: Bergs Timber återgår till normal sågproduktion|,9.05,0.0,0.0,1.0,0.0
|Bergs Timber AB: Bergs Timber gör tillfällig anpassning av produktionen|,5.15,0.2023,0.0,0.833,0.167
|Bokslutskommuniké Bergs Timber AB (publ) 1 januari 2019 - 31 december 2019|,-6.52,0.0,0.0,1.0,0.0
|Bergs Timber genomför organisationsförändring|,7.55,0.0,0.0,1.0,0.0
|Betsson AB: Växelkurser för det tredje kvartalet 2021|,-7.21,0.0,0.0,1.0,0.0
|Betsson AB: Betsson slutför förvärvet av Inkabet|,-7.21,0.0,0.0,1.0,0.0
|Kallelse till extra bolagsstämma i Betsson AB (publ)|,-5.02,0.0,0.0,1.0,0.0
|Betsson AB - Resultatuppdatering för andra kvartalet 2021|,7.76,0.0,0.0,1.0,0.0
|Betsson AB (publ) bokslutskommuniké, 1 januari - 31 december 2020|,-7.59,0.0,0.0,1.0,0.0
|Betsson AB: Växelkurser för det fjärde kvartalet 2020|,5.55,0.0,0.0,1.0,0.0
|Betsson AB: rättelse, tillägg av referens till MAR i det tidigare pressmeddelandet "Betsson AB delårsrapport juli - september 2020"|,9.04,0.0,0.0,1.0,0.0
|Betsson AB delårsrapport juli - september 2020|,9.04,0.0,0.0,1.0,0.0
|Betsson AB inbjudan till presentation av resultatet för tredje kvartalet 2020|,5.01,0.1531,0.0,0.862,0.138
|Betsson AB delårsrapport april - juni 2020|,-10.01,0.0,0.0,1.0,0.0
|Styrelsen i Bilia AB har beslutat om återköp av egna aktier|,-6.62,0.296,0.0,0.82,0.18
|Tredje kvartalet 2021|,-6.62,0.0,0.0,1.0,0.0
|Bilia förväntas för första kvartalet 2021 rapportera ett operativt rörelseresultat som är väsentligt högre jämfört med föregående år och med marknadens förväntningar|,7.44,0.0,0.0,1.0,0.0
|Bilia utökar antalet varumärken genom förvärv av Porsche Center Malmö och Porsche Center Helsingborg|,5.89,0.0,0.0,1.0,0.0
|Bilia har mottagit uppsägning av återförsäljaravtalen från Volvo Cars|,-26.09,0.0,0.0,1.0,0.0
|Bilia AB (publ) offentliggör ett frivilligt återköpserbjudande av vissa utestående seniora icke-säkerställda obligationer och avser att emittera ny senior icke-säkerställd obligation|,-6.18,0.743,0.0,0.751,0.249
|Bilia förväntar sig rapportera ett högre operativt rörelseresultat för tredje kvartalet jämfört med föregående år|,9.55,0.0,0.0,1.0,0.0
|Andra kvartalet 2020|,-6.76,0.0,0.0,1.0,0.0
|Kallelse till årsstämma i Bilia AB|,5.21,0.0,0.0,1.0,0.0
|Första kvartalet 2020|,10.83,0.0,0.0,1.0,0.0
|Bilias skjuter upp årsstämman till ett senare datum|,11.8,-0.2732,0.231,0.769,0.0
|Bilias årsredovisning 2019 på hemsidan|,-9.82,0.0,0.0,1.0,0.0
|BillerudKorsnäs: Year-end report January-December 2020|,-5.68,0.0,0.0,1.0,0.0
|BillerudKorsnäs: Bokslutskommuniké januari-december 2020|,-5.68,0.0,0.0,1.0,0.0
|BillerudKorsnäs investerar i en ny sodapanna i Frövi|,-5.68,0.3182,0.0,0.753,0.247
|BillerudKorsnäs: Interim report January-June 2020|,7.86,0.0,0.0,1.0,0.0
|BillerudKorsnäs: Delårsrapport januari-juni 2020|,7.86,0.0,0.0,1.0,0.0
|Christoph Michalski ny VD för BillerudKorsnäs|,7.86,0.3182,0.0,0.685,0.315
|BioGaia delårsrapport januari - juni 2021|,-6.29,0.0,0.0,1.0,0.0
|Årsstämma i BioGaia|,16.65,0.0,0.0,1.0,0.0
|BioGaia: Delårsredogörelse januari - mars 2021|,16.65,0.0,0.0,1.0,0.0
|BioGaia AB - Bokslutskommuniké 2020|,-5.43,0.0,0.0,1.0,0.0
|BioGaia reviderar utdelningspolicy|,-5.43,0.0,0.0,1.0,0.0
|BioGaia storsatsar i Sverige och lanserar hela sin vuxenportfölj|,-6.99,0.0,0.0,1.0,0.0
|Nytt antal aktier och röster i BioGaia|,5.2,0.296,0.0,0.732,0.268
|BioGaia har genomfört en riktad nyemission om 2,86 miljoner B-aktier och tillförs härigenom 1,1 miljarder kronor|,11.69,0.0,0.0,1.0,0.0
|BioGaia: Delårsredogörelse januari - september 2020|,-6.2,0.0,0.0,1.0,0.0
|BioGaia: Minskad försäljning till följd av covid-19|,-17.44,0.2023,0.0,0.769,0.231
|BioGaias styrelse reviderar utdelningsförslaget|,6.02,0.0,0.0,1.0,0.0
|BioGaia tecknar exklusivt avtal för Argentina|,-10.22,0.4939,0.0,0.61,0.39
|BioGaia AB - Bokslutskommuniké 2019|,5.27,0.0,0.0,1.0,0.0
|BioGaia AB Delårsrapport 1 januari - 30 juni 2019|,11.17,0.0,0.0,1.0,0.0
|Årsstämma i BioGaia|,-7.34,0.0,0.0,1.0,0.0
|BioInvent presenterar ytterligare positiva kliniska data för BI-1206 på ASH-konferensen i december 2021|,5.31,0.5267,0.0,0.779,0.221
|BioInvent och Transgene presenterar prekliniska data för det onkolytiska viruset BT-001 vid SITC 2021|,5.29,0.0,0.0,1.0,0.0
|BioInvent International AB: Delårsrapport januari-juni 2021|,-6.44,0.0,0.0,1.0,0.0
|BioInvent erhåller besked från patentverket i Kina om godkännande av patent för BI-1206|,7.12,0.4767,0.0,0.795,0.205
|BioInvents fas I/IIa-data tyder på att BI-1206 återställer effekten av rituximab hos återfallspatienter med non-Hodgkins lymfom|,6.07,0.25,0.0,0.882,0.118
|BioInvent Delårsrapport 1 januari – 30 september 2020|,6.12,0.0,0.0,1.0,0.0
|Kallelse till extra bolagsstämma i BioInvent International AB|,12.71,0.0,0.0,1.0,0.0
|BioInvent licensierar anti-FcγRllB-antikroppen BI-1206 till CASI Pharmaceuticals för den kinesiska regionen|,12.71,0.0,0.0,1.0,0.0
|BioInvents ansökan om klinisk prövning av BI-1808, en first-in-class anti-TNFR2-antikropp, har godkänts, vilket banar väg för klinisk fas I/IIa-studie|,-5.8,0.0,0.0,1.0,0.0
|Biotage AB (publ) Bokslutskommuniké januari-december 2020|,9.77,0.0,0.0,1.0,0.0
|Biotage AB (publ) Delårsrapport januari-september 2020|,-6.26,0.0,0.0,1.0,0.0
|Biotage skjuter upp årsstämman till 4 juni 2020|,7.18,-0.2732,0.231,0.769,0.0
|Delårsrapport januari-september 2019|,13.6,0.0,0.0,1.0,0.0
|Bokslutsrapport januari-december 2018|,-6.05,0.0,0.0,1.0,0.0
|Delårsrapport januari-september 2018|,10.3,0.0,0.0,1.0,0.0
|Biotage AB (publ) offentliggör idag nya finansiella mål|,10.3,0.0,0.0,1.0,0.0
|Beslut vid årsstämman i Biotage AB den 27 april 2018|,-5.86,0.0,0.0,1.0,0.0
|BJÖRN BORG – RESULTATET FÖR ANDRA KVARTALET ÖVERSTIGER VÄSENTLIGT MARKNADENS FÖRVÄNTNINGAR|,10.08,0.0,0.0,1.0,0.0
|BJÖRN BORG AB DELÅRSRAPPORT JANUARI – MARS 2021|,16.12,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB DELÅRSRAPPORT JANUARI - JUNI 2020|,5.5,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB INTERIM REPORT JANUARY - JUNE 2020|,5.5,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG SENARELÄGGER ÅRSSTÄMMAN|,17.39,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG POSTPONES THE ANNUAL GENERAL MEETING|,17.39,0.0,0.0,1.0,0.0
|Björn Borg-koncernen påverkas av Corona-viruset - återkallar förslag till utskiftning till aktieägarna|,-19.97,-0.25,0.154,0.846,0.0
|Björn Borg: BJÖRN BORG AB INTERIM REPORT JANUARY - DECEMBER 2019|,-10.63,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB DELÅRSRAPPORT JANUARI - DECEMBER 2019|,-10.63,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB DELÅRSRAPPORT JANUARI - JUNI 2019|,-10.81,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB INTERIM REPORT JANUARY - JUNE 2019|,-10.81,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB DELÅRSRAPPORT JANUARI - DECEMBER 2018|,8.99,0.0,0.0,1.0,0.0
|Björn Borg: BJÖRN BORG AB INTERIM REPORT JANUARY - DECEMBER 2018|,8.99,0.0,0.0,1.0,0.0
|Valberedningens förslag till styrelse i Björn Borg AB|,-5.56,0.0,0.0,1.0,0.0
|BJÖRN BORG AB INTERIM REPORT JANUARY - SEPTEMBER 2017|,-6.4,0.0,0.0,1.0,0.0
|BJÖRN BORG AB DELÅRSRAPPORT JANUARI -SEPTEMBER 2017|,-6.4,0.0,0.0,1.0,0.0
|BJÖRN BORG AB DELÅRSRAPPORT JANUARI - JUNI 2017|,-5.42,0.0,0.0,1.0,0.0
|Autonomt gruvtruckssystem för ökad produktivitet i Boliden Aitik|,-6.82,0.0,0.0,1.0,0.0
|Bolidens tredje kvartal: Stabilt resultat trots produktionsstörningar|,-6.82,-0.5574,0.375,0.625,0.0
|Boliden: Rapport för tredje kvartalet 2021|,-6.82,0.0,0.0,1.0,0.0
|Boliden: Inbjudan - presentation av Q1 2020 kvartalsrapport|,5.81,0.1531,0.0,0.814,0.186
|Kommuniké från årsstämma den 12 maj 2021 i Bong AB|,26.26,0.0,0.0,1.0,0.0
|Bong AB: Delårsrapport kvartal 1, januari-mars 2021|,26.26,0.0,0.0,1.0,0.0
|Bong AB: Bongs årsredovisning 2020|,11.29,0.0,0.0,1.0,0.0
|Bong AB: Bong genomför återköp av obligationer|,6.15,0.0,0.0,1.0,0.0
|Bong AB: KALLELSE TILL ÅRSSTÄMMA I BONG AB|,8.33,0.0,0.0,1.0,0.0
|Bong AB: Bong genomför återköp av obligationer|,-5.76,0.0,0.0,1.0,0.0
|Bong AB: Bong genomför återköp av obligationer|,17.86,0.0,0.0,1.0,0.0
|Bong AB: Delårsrapport kvartal 3, januari-september 2020|,9.16,0.0,0.0,1.0,0.0
|Bong AB: Delårsrapport kvartal 1, januari-mars 2020|,-6.76,0.0,0.0,1.0,0.0
|Bong AB: Delårsrapport kvartal 1, januari-mars 2019|,10.0,0.0,0.0,1.0,0.0
|Bong AB: Bokslutskommuniké januari-december 2018|,-8.16,0.0,0.0,1.0,0.0
|Bongs årsredovisning 2017|,5.66,0.0,0.0,1.0,0.0
|KONSOLIDERING AV KUVERTBRANSCHEN I NORDEN|,8.6,0.0,0.0,1.0,0.0
|Brinova Fastigheter: Bokslutskommuniké januari-december 2019|,-5.66,0.0,0.0,1.0,0.0
|Brinova Fastigheter: Brinova ger namn till den nya arenan i Karlskrona|,6.16,0.0,0.0,1.0,0.0
|Brinova publicerar årsredovisningen för 2017|,5.04,0.0,0.0,1.0,0.0
|BTS Group AB (publ) Delårsrapport 1 januari– 30 juni 2021|,27.22,0.0,0.0,1.0,0.0
|Inbjudan till BTS Q1 2021 och BTS USA presentation och telefonkonferens|,7.06,0.1531,0.0,0.862,0.138
|Omvänd vinstvarning BTS resultat för Q1 2021 cirka 30 procent bättre än Q1 2019|,17.56,0.4404,0.0,0.818,0.182
|BTS förvärvar Bates Communications och förstärker därmed sitt erbjudande inom ledarskaps- och teamutveckling|,7.83,0.0,0.0,1.0,0.0
|Kallelse till extra bolagsstämma i BTS Group AB (publ)|,5.4,0.0,0.0,1.0,0.0
|BTS Group AB (publ) Delårsrapport 1 januari – 30 september 2020|,-5.13,0.0,0.0,1.0,0.0
|BTS Group föreslår en utdelning om 3,60 SEK per aktie|,-5.13,0.25,0.0,0.818,0.182
|Inbjudan till BTS Q3 2020 presentation och telefonkonferens|,-5.27,0.1531,0.0,0.814,0.186
|BTS Group AB:s årsredovisning för 2019 tillgänglig på hemsidan|,-5.15,0.0,0.0,1.0,0.0
|BTS uppdaterar om operationella och finansiella effekter på grund av COVID-19|,-5.15,0.0,0.0,1.0,0.0
|Kallelse till årsstämma|,-10.54,0.0,0.0,1.0,0.0
|Styrelsen för BTS Group AB har beslutat att återkalla sitt tidigare förslag om utdelning|,10.74,0.0,0.0,1.0,0.0
|BTS Group AB (publ) Delårsrapport 1 januari–30 juni 2019|,6.89,0.0,0.0,1.0,0.0
|Omvänd vinstvarning Preliminärt resultat före skatt Q4 2018 ökar 55 procent till ca 69 MSEK|,5.34,0.5423,0.0,0.743,0.257
|Henrik Blomquist, Vd på Bure Equity, kommenterar delårsrapporten januari–juni 2021|,-5.7,0.0,0.0,1.0,0.0
|Delårsrapport januari-juni 2021|,-5.7,0.0,0.0,1.0,0.0
|Bure etablerar Sveriges första SPAC på Nasdaq Stockholm och avser att investera 700 Mkr i egenskap av sponsor|,8.24,-0.3182,0.119,0.881,0.0
|Henrik Blomquist, Vd på Bure Equity, kommenterar delårsrapporten januari–december 2020|,-6.22,0.0,0.0,1.0,0.0
|Bokslutskommuniké januari-december 2020|,-6.22,0.0,0.0,1.0,0.0
|Byggmax: Valberedning|,-5.02,0.0,0.0,1.0,0.0
|Byggmax Group inför återköpsprogram av egna aktier|,6.86,0.296,0.0,0.732,0.268
|Delårsrapport Byggmax Group 1 januari- 30 juni 2021|,-8.53,0.0,0.0,1.0,0.0
|Resultatet för Byggmax Group's andra kvartal 2021 väsentligt högre än marknadens förväntningar|,5.18,0.0,0.0,1.0,0.0
|Bokslutskommuniké Byggmax Group 1 januari - 31 december 2020|,8.8,0.0,0.0,1.0,0.0
|Delårsrapport Byggmax Group 1 januari - 30 september|,-5.37,0.0,0.0,1.0,0.0
|Delårsrapport Byggmax Group 1 januari- 30 juni 2020|,10.28,0.0,0.0,1.0,0.0
